192.168.0.222|W100-10|1|TSW-100T|
192.168.0.222|W100-11|1|TSW-100T|
192.168.0.222|W100-12|1|TSW-100T|
192.168.0.222|W100-13|1|TSW-100T|
192.168.0.222|W100-14|1|TSW-100T|
192.168.0.222|W100-15|1|TSW-100T|
192.168.0.222|W100-16|1|TSW-100T|
192.168.0.222|W100-17|1|TSW-100T|
192.168.0.222|W100-18|1|TSW-100T|
192.168.0.222|W100-19|2|TIA-2600|
192.168.0.222|W100-20|1|TSW-100T|
192.168.0.222|W100-21|1|TSW-100T|
192.168.0.222|W100-22|1|TSW-100T|
192.168.0.222|W100-23|1|TSW-100T|
192.168.0.222|W100-24|1|TSW-100T|
192.168.0.222|W100-25|1|TSW-100T|
192.168.0.222|W100-26|1|TSW-100T|
192.168.0.222|W100-27|1|TSW-100T|
192.168.0.222|W100-29|1|TSW-100T|
192.168.0.222|W100-30|1|TSW-168T|
192.168.0.222|W100-31|1|TSW-100T|
192.168.0.222|W100-32|1|TSW-100T|
192.168.0.222|W100-35|1|TSW-100T|
192.168.0.222|W100-36|2|TIA-2600|
192.168.0.222|W100-41|1|TSW-100T|
192.168.0.222|W100-43|1|TSW-100T|
192.168.0.222|W100-44|1|TSW-100T|
192.168.0.222|W100-48|1|TSW-100T|
192.168.0.222|W100-49|1|TSW-100T|
192.168.0.222|W100-53|1|TSW-100T|
192.168.0.222|W100-54|1|TSW-100T|
192.168.0.222|W100-55|1|TSW-100T|
192.168.0.222|W100-56|1|TSW-100T|
192.168.0.222|W100-57|1|TSW-100T|
192.168.0.222|W100-58|1|TSW-100T|
192.168.0.222|W168-33|1|TSW-168T|
192.168.0.222|W168-34|1|TSW-168T|
192.168.0.222|W168-37|1|TSW-100T|
192.168.0.222|W168-38|1|TSW-168T|
192.168.0.222|W168-42|1|TSW-168T|
192.168.0.222|W168-45|1|TSW-168T|
192.168.0.222|W168-63|1|TSW-168T|
192.168.0.222|W250-39|-1|HSW-250J|
192.168.0.222|W250-40|-1|HSW-250J|
192.168.0.222|W3000-46|1|SPH-3000|
192.168.0.222|W3000-47|1|SPH-3000|
192.168.0.222|W3000-51|1|SPH-3000|
192.168.0.222|W3000-52|1|SPH-3000|
192.168.0.222|W303-59|1|TSW-303|
192.168.0.222|W303-60|1|TSW-303|
192.168.0.222|W303-61|1|TSW-303|
192.168.0.222|W303-62|1|TSW-303|
